neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date,PUBLICADO_POR
Andratx,39.57052,2.40888,Casa o Departamento,3.0,3.0,177.0,31-10-2019,nan,España,Mallorca,16-01-2021,Flipkey
Palacio,40.41003,-3.71695,Habitación privada,1.0,1.0,40.0,23-09-2019,100.0,España,Madrid,10-01-2020,Tripadvisor
Cabanyal-canyamelar,39.46747,-0.33102,Casa o Departamento,2.0,1.0,69.0,10-03-2020,93.0,España,Valencia,31-05-2020,Flipkey
Centro,36.71822,-4.42458,Casa o Departamento,1.0,2.0,120.0,11-01-2019,80.0,España,Malaga,31-03-2019,Tripadvisor
La dreta de l'eixample,41.38766973328156,2.1710911099735606,Casa o Departamento,2.0,2.0,nan,22-07-2017,100.0,España,Barcelona,06-08-2017,Agoda
Alcúdia,39.83132,3.11919,Casa o Departamento,1.0,3.0,81.0,02-01-2020,91.0,España,Mallorca,19-12-2020,Booking
El poble sec,41.37447957200763,2.165921063800755,Casa o Departamento,1.0,2.0,130.0,13-03-2018,94.0,España,Barcelona,09-06-2018,Kayak
Calonge,41.83731,3.09292,Casa o Departamento,1.0,nan,62.0,24-09-2020,98.0,España,Girona,27-02-2021,Homeaway
Muro,39.81113,3.11287,Casa o Departamento,2.0,3.0,290.0,13-08-2020,95.0,España,Mallorca,11-02-2021,Agoda
La seu,39.47638,-0.37902,Casa o Departamento,1.0,1.0,109.0,02-12-2018,100.0,España,Valencia,28-09-2020,Flipkey
Girona,41.98420892821202,2.8228719840866625,Casa o Departamento,1.0,0.0,65.0,12-08-2018,84.0,España,Girona,30-08-2018,Homeaway
Sant antoni,41.37716557773411,2.15546669494391,Habitación privada,1.0,1.0,48.0,02-03-2017,99.0,España,Barcelona,06-03-2017,Kayak
Almagro,40.43686,-3.69404,Casa o Departamento,1.0,2.0,90.0,03-01-2019,60.0,España,Madrid,14-05-2019,Expedia
La dreta de l'eixample,41.38740938672923,2.167039754322119,Habitación privada,1.0,1.0,30.0,09-09-2017,88.0,España,Barcelona,13-11-2017,Homeaway
La nova esquerra de l'eixample,41.38050567754253,2.1515764177685264,Habitación privada,1.0,1.0,50.0,,nan,España,Barcelona,08-04-2017,Tripadvisor
Blanes,41.67517,2.79489,Casa o Departamento,2.0,4.0,90.0,,nan,España,Girona,30-06-2019,Expedia
Delicias,40.40010485496901,-3.697577884436223,Habitación privada,2.0,1.0,25.0,06-06-2017,100.0,España,Madrid,10-10-2018,Booking
Palacio,40.41502,-3.70929,Casa o Departamento,1.0,1.0,65.0,24-02-2020,99.0,España,Madrid,17-07-2020,Kayak
Hostafrancs,41.37794534861976,2.143989676459738,Habitación privada,1.0,1.0,12.0,15-11-2015,100.0,España,Barcelona,07-11-2018,Tripadvisor
Ses salines,39.33777,3.04955,Casa o Departamento,1.0,2.0,100.0,21-06-2019,100.0,España,Mallorca,28-10-2019,Homeaway
Sa pobla,39.77476,3.03731,Casa o Departamento,4.0,5.0,252.0,22-04-2019,100.0,España,Mallorca,31-12-2019,Homeaway
Felanitx,39.42033,3.27096,Casa o Departamento,2.0,3.0,110.0,16-08-2020,93.0,España,Mallorca,21-10-2020,Airbnb
Peñagrande,40.47743,-3.73063,Habitación privada,1.0,1.0,28.0,05-10-2019,97.0,España,Madrid,16-10-2019,Tripadvisor
El pilar,39.47214,-0.37988,Habitación privada,3.0,1.0,23.0,21-03-2020,96.0,España,Valencia,30-06-2020,Homeaway
Universidad,40.42356,-3.70076,Habitación privada,1.0,1.0,30.0,26-06-2019,95.0,España,Madrid,12-08-2019,Kayak
El barri gòtic,41.37908,2.17769,Habitación privada,1.0,1.0,29.0,04-10-2020,87.0,España,Barcelona,16-12-2020,Expedia
Manacor,39.63512,3.21611,Casa o Departamento,4.0,4.0,290.0,16-08-2020,100.0,España,Mallorca,21-10-2020,Tripadvisor
Puerta del angel,40.40797674943543,-3.732938068800376,Casa o Departamento,2.0,1.0,50.0,09-10-2018,94.0,España,Madrid,07-11-2018,Expedia
"Cruïlles, monells i sant sadurní de l'heura",41.95438,3.01143,Casa o Departamento,1.0,1.0,40.0,16-01-2021,86.0,España,Girona,31-01-2021,Airbnb
El putxet i el farró,41.40799,2.1386,Casa o Departamento,4.0,6.0,349.0,21-02-2019,93.0,España,Barcelona,08-03-2019,Flipkey
Embajadores,40.41093759787937,-3.705697908236554,Casa o Departamento,1.0,3.0,110.0,26-10-2018,92.0,España,Madrid,07-11-2018,Flipkey
Embajadores,40.407963751280015,-3.7054250004835416,Casa o Departamento,1.0,2.0,85.0,15-07-2018,93.0,España,Madrid,14-08-2018,Airbnb
Carretera de cadiz,36.70853,-4.43428,Habitación privada,1.0,1.0,50.0,19-04-2019,91.0,España,Malaga,30-05-2019,Agoda
El bon pastor,41.43445022161917,2.212968637290655,Habitación privada,3.0,1.0,20.0,03-01-2018,94.0,España,Barcelona,17-01-2018,Booking
Pollença,39.88957,3.00657,Casa o Departamento,4.0,5.0,318.0,08-08-2020,100.0,España,Mallorca,08-11-2020,Expedia
Alcúdia,39.83741,3.10843,Casa o Departamento,2.0,2.0,150.0,,nan,España,Mallorca,27-06-2019,Expedia
Tortellà,42.24502902983935,2.629717621420451,Casa o Departamento,2.0,2.0,115.0,22-07-2018,93.0,España,Girona,31-07-2018,Booking
Palma de mallorca,39.58439,2.64708,Habitación privada,1.0,1.0,40.0,24-08-2019,99.0,España,Mallorca,28-09-2019,Agoda
El poblenou,41.39865821543366,2.206666989571748,Habitación privada,1.0,1.0,60.0,25-09-2017,100.0,España,Barcelona,17-01-2018,Airbnb
Manacor,39.65722,3.25068,Casa o Departamento,2.0,2.0,175.0,,nan,España,Mallorca,22-03-2020,Expedia
La dreta de l'eixample,41.39681045648914,2.1626990619293407,Casa o Departamento,1.0,1.0,59.0,07-09-2018,100.0,España,Barcelona,14-01-2019,Kayak
Santa cruz,37.38661,-5.98889,Habitación privada,2.0,1.0,36.0,14-03-2020,94.0,España,Sevilla,29-06-2020,Expedia
Begur,41.97573,3.20577,Casa o Departamento,2.0,3.0,200.0,,nan,España,Girona,31-12-2019,Agoda
Castelló d'empúries,42.24654,3.12744,Casa o Departamento,1.0,1.0,70.0,07-10-2019,100.0,España,Girona,27-02-2021,Airbnb
Pollença,39.89169,3.01348,Casa o Departamento,2.0,3.0,191.0,30-07-2020,100.0,España,Mallorca,28-08-2020,Flipkey
Arenal,37.38580368626682,-5.996456771919742,Casa o Departamento,2.0,2.0,135.0,22-07-2018,100.0,España,Sevilla,31-07-2018,Agoda
Santa margalida,39.69851,3.10454,Casa o Departamento,2.0,4.0,84.0,,nan,España,Mallorca,16-01-2021,Booking
Es mercadal,40.01766344740475,4.1860154641043685,Casa o Departamento,2.0,4.0,220.0,,nan,España,Menorca,30-01-2019,Homeaway
Cortes,40.41457824708402,-3.6989839398572975,Casa o Departamento,1.0,2.0,90.0,31-12-2016,99.0,España,Madrid,17-01-2018,Expedia
Llucmajor,39.43733,2.7505,Casa o Departamento,3.0,4.0,176.0,03-09-2019,87.0,España,Mallorca,23-04-2020,Expedia
Llucmajor,39.363858350314274,2.920776808562884,Casa o Departamento,3.0,4.0,466.0,,nan,España,Mallorca,29-07-2018,Tripadvisor
"Sant pere, santa caterina i la ribera",41.38253,2.18556,Habitación privada,1.0,1.0,78.0,21-03-2019,94.0,España,Barcelona,10-04-2019,Flipkey
Arrancapins,39.4655,-0.3849,Habitación privada,1.0,1.0,35.0,11-03-2020,95.0,España,Valencia,21-12-2020,Homeaway
Felanitx,39.47843,3.18053,Casa o Departamento,3.0,6.0,290.0,,nan,España,Mallorca,29-02-2020,Homeaway
L'antiga esquerra de l'eixample,41.38614,2.15955,Habitación privada,2.0,1.0,60.0,01-09-2019,95.0,España,Barcelona,17-09-2019,Expedia
El barri gòtic,41.38086314837522,2.1763202963329573,Habitación privada,1.0,1.0,50.0,17-09-2017,50.0,España,Barcelona,07-10-2017,Kayak
Entrevías,40.36499,-3.67445,Habitación privada,1.0,1.0,24.0,09-05-2019,100.0,España,Madrid,14-05-2019,Tripadvisor
Llucmajor,39.44105,2.75135,Casa o Departamento,2.0,3.0,375.0,04-08-2018,100.0,España,Mallorca,17-02-2019,Booking
L'antiga esquerra de l'eixample,41.38366,2.16055,Casa o Departamento,4.0,6.0,230.0,05-03-2019,91.0,España,Barcelona,08-03-2019,Kayak
Centro,36.72482,-4.42764,Habitación privada,1.0,1.0,70.0,,nan,España,Malaga,31-01-2021,Agoda
Inca,39.69593,2.92502,Casa o Departamento,2.0,3.0,182.0,,nan,España,Mallorca,21-10-2020,Agoda
Recoletos,40.42496848046332,-3.686236167318423,Casa o Departamento,2.0,2.0,220.0,13-06-2018,100.0,España,Madrid,11-09-2018,Expedia
Roses,42.26713,3.13875,Casa o Departamento,1.0,1.0,50.0,,nan,España,Girona,28-10-2020,Airbnb
Centro,36.7229,-4.42163,Casa o Departamento,2.0,3.0,240.0,,nan,España,Malaga,31-03-2019,Expedia
Sant antoni,41.37700073522171,2.152400133442756,Habitación privada,2.0,1.0,64.0,05-02-2017,80.0,España,Barcelona,06-03-2017,Flipkey
La sagrada família,41.40533,2.17363,Habitación privada,1.0,1.0,45.0,30-07-2019,98.0,España,Barcelona,12-08-2019,Expedia
Begur,41.96437,3.20319,Casa o Departamento,4.0,3.0,281.0,24-08-2018,40.0,España,Girona,30-03-2019,Agoda
La dreta de l'eixample,41.39643,2.17653,Casa o Departamento,1.0,3.0,100.0,,nan,España,Barcelona,07-06-2019,Kayak
Sant andreu,41.43196,2.18397,Habitación privada,1.0,1.0,38.0,15-09-2019,96.0,España,Barcelona,17-09-2019,Homeaway
Palacio,40.42054,-3.70816,Casa o Departamento,1.0,2.0,150.0,11-04-2020,94.0,España,Madrid,13-06-2020,Airbnb
Centro,36.71425,-4.42645,Casa o Departamento,1.0,1.0,31.0,29-11-2020,94.0,España,Malaga,31-01-2021,Homeaway
Palafrugell,41.91806,3.20723,Casa o Departamento,1.0,0.0,140.0,04-09-2017,97.0,España,Girona,29-05-2019,Booking
Sant mori,42.15405,2.99139,Casa o Departamento,3.0,3.0,144.0,23-08-2020,92.0,España,Girona,28-10-2020,Homeaway
Centro,36.72559,-4.42247,Habitación privada,1.0,1.0,27.0,30-08-2019,96.0,España,Malaga,01-09-2019,Airbnb
La maternitat i sant ramon,41.38086347178985,2.1246655933283902,Casa o Departamento,2.0,4.0,64.0,11-08-2018,77.0,España,Barcelona,10-10-2018,Kayak
La dreta de l'eixample,41.40182,2.16867,Habitación privada,1.0,1.0,38.0,05-06-2018,93.0,España,Barcelona,07-06-2019,Booking
Les corts,41.38275225499469,2.130535924175152,Habitación privada,1.0,1.0,25.0,11-05-2018,87.0,España,Barcelona,14-05-2018,Expedia
Sant antoni,41.37770612478127,2.1576422170006,Habitación privada,1.0,1.0,50.0,13-09-2016,97.0,España,Barcelona,10-12-2018,Tripadvisor
Sóller,39.78831,2.6959,Casa o Departamento,3.0,5.0,295.0,27-09-2019,90.0,España,Mallorca,28-10-2019,Airbnb
Palacio,40.40991,-3.71037,Casa o Departamento,1.0,2.0,200.0,15-06-2018,80.0,España,Madrid,10-12-2019,Agoda
L'escala,42.12613,3.13181,Casa o Departamento,2.0,3.0,74.0,06-01-2018,80.0,España,Girona,31-08-2019,Airbnb
Centro,36.73227,-4.41413,Casa o Departamento,1.0,1.0,55.0,12-09-2019,93.0,España,Malaga,26-03-2020,Booking
Centro,36.7142,-4.4289,Casa o Departamento,1.0,1.0,62.0,19-03-2020,99.0,España,Malaga,30-06-2020,Flipkey
Artà,39.68935449126685,3.3681887027201345,Casa o Departamento,5.0,6.0,nan,16-07-2016,100.0,España,Mallorca,15-03-2017,Flipkey
Rios rosas,40.44065,-3.69644,Habitación privada,2.0,1.0,30.0,16-05-2018,87.0,España,Madrid,17-10-2020,Homeaway
Roses,42.26144632664816,3.1809388996858416,Casa o Departamento,1.0,1.0,60.0,19-08-2017,80.0,España,Girona,30-08-2018,Booking
Bailen-miraflores,36.72573294848644,-4.437583232113975,Casa o Departamento,1.0,0.0,45.0,14-10-2018,91.0,España,Malaga,25-10-2018,Booking
La font de la guatlla,41.36957228862094,2.14385307858263,Habitación privada,4.0,1.0,60.0,22-09-2016,87.0,España,Barcelona,12-09-2017,Kayak
Cortes,40.41117,-3.69296,Casa o Departamento,1.0,2.0,55.0,10-04-2019,92.0,España,Madrid,11-04-2019,Booking
Sant gervasi - galvany,41.39722707750025,2.14825152695654,Habitación privada,1.0,1.0,25.0,15-04-2017,83.0,España,Barcelona,07-11-2018,Homeaway
L'escala,42.1153637587268,3.1531785241701806,Casa o Departamento,1.0,2.0,65.0,22-09-2018,95.0,España,Girona,26-11-2018,Kayak
Embajadores,40.40828,-3.70294,Casa o Departamento,2.0,2.0,90.0,01-03-2020,82.0,España,Madrid,17-04-2020,Agoda
San gil,37.40154,-5.99097,Casa o Departamento,1.0,1.0,100.0,12-03-2020,97.0,España,Sevilla,30-04-2020,Flipkey
Feria,37.39974,-5.99006,Casa o Departamento,1.0,1.0,nan,,nan,España,Sevilla,30-05-2020,Agoda
Palacio,40.41159,-3.71484,Casa o Departamento,1.0,1.0,89.0,04-11-2017,97.0,España,Madrid,10-07-2019,Booking
Sol,40.41537248608804,-3.702476740169129,Casa o Departamento,1.0,0.0,69.0,06-01-2017,97.0,España,Madrid,14-01-2019,Tripadvisor
Sarrià,41.39695113789173,2.121380073752375,Habitación privada,1.0,1.0,48.0,05-05-2017,97.0,España,Barcelona,05-06-2017,Booking
Artà,39.73063,3.26134,Casa o Departamento,2.0,3.0,168.0,,nan,España,Mallorca,22-03-2020,Agoda
El congrés i els indians,41.425285684430165,2.1770136185975493,Casa o Departamento,1.0,2.0,48.0,13-01-2018,90.0,España,Barcelona,17-01-2018,Homeaway
Pollença,39.86905,3.01734,Casa o Departamento,3.0,3.0,nan,,nan,España,Mallorca,23-04-2020,Flipkey
Palma de mallorca,39.57113,2.6528,Casa o Departamento,1.0,1.0,165.0,31-08-2019,93.0,España,Mallorca,31-12-2019,Airbnb
Este,36.72277,-4.38291,Casa o Departamento,1.0,0.0,150.0,,nan,España,Malaga,30-09-2019,Expedia
Centro,36.72992,-4.41326,Casa o Departamento,1.0,1.0,50.0,12-01-2020,99.0,España,Malaga,31-05-2020,Kayak
La vila de gràcia,41.39863,2.15832,Habitación privada,1.0,1.0,20.0,03-11-2019,78.0,España,Barcelona,10-01-2020,Expedia
El parc i la llacuna del poblenou,41.40205,2.19288,Habitación de hotel,1.0,1.0,89.0,,nan,España,Barcelona,11-05-2020,Airbnb
Feria,37.39534,-5.99107,Casa o Departamento,2.0,2.0,95.0,25-05-2019,93.0,España,Sevilla,29-06-2020,Booking
Capdepera,39.70963368158578,3.4634586500459443,Casa o Departamento,3.0,3.0,110.0,28-10-2016,96.0,España,Mallorca,15-03-2017,Expedia
L'antiga esquerra de l'eixample,41.39286281458626,2.150559889616119,Casa o Departamento,2.0,2.0,110.0,26-03-2017,92.0,España,Barcelona,08-04-2017,Agoda
L'escala,42.11926,3.13535,Casa o Departamento,2.0,3.0,125.0,28-05-2017,80.0,España,Girona,31-01-2020,Homeaway
"Sant pere, santa caterina i la ribera",41.38881849530806,2.1762676547219595,Habitación privada,1.0,0.0,55.0,,nan,España,Barcelona,12-04-2018,Kayak
La nova esquerra de l'eixample,41.37946,2.15166,Casa o Departamento,1.0,2.0,85.0,18-05-2019,71.0,España,Barcelona,10-07-2019,Tripadvisor
La gran via,39.46455,-0.36598,Habitación privada,1.0,1.0,39.0,08-07-2019,87.0,España,Valencia,31-01-2020,Airbnb
El barri gòtic,41.38097,2.18082,Habitación privada,1.0,0.0,55.0,04-02-2020,94.0,España,Barcelona,16-02-2020,Agoda
San gil,37.40072,-5.98873,Habitación privada,2.0,1.0,30.0,02-03-2020,82.0,España,Sevilla,29-06-2020,Tripadvisor
Pollença,39.92006,3.05598,Casa o Departamento,1.0,1.0,68.0,,nan,España,Mallorca,25-06-2020,Airbnb
Castelló d'empúries,42.24266,3.12578,Casa o Departamento,1.0,2.0,70.0,24-08-2019,93.0,España,Girona,31-08-2019,Booking
Centro,36.71986,-4.4226,Casa o Departamento,1.0,0.0,62.0,12-07-2019,90.0,España,Malaga,31-01-2020,Booking
El barri gòtic,41.38504,2.17275,Habitación privada,1.0,2.0,50.0,15-03-2020,85.0,España,Barcelona,11-05-2020,Tripadvisor
La nova esquerra de l'eixample,41.38265,2.15364,Habitación privada,2.0,1.0,15.0,14-03-2020,83.0,España,Barcelona,12-10-2020,Kayak
Palos de moguer,40.40466,-3.69664,Habitación privada,1.0,1.0,58.0,08-12-2019,92.0,España,Madrid,12-01-2021,Booking
Les tres torres,41.396,2.12831,Habitación privada,1.0,1.0,88.0,20-10-2019,98.0,España,Barcelona,16-02-2020,Agoda
La bordeta,41.36764,2.13482,Habitación privada,1.0,1.0,35.0,04-05-2019,93.0,España,Barcelona,07-06-2019,Kayak
L'antiga esquerra de l'eixample,41.38447,2.15901,Casa o Departamento,nan,3.0,73.0,,nan,España,Barcelona,17-07-2020,Homeaway
Alfalfa,37.39,-5.99725,Casa o Departamento,2.0,2.0,90.0,12-07-2019,92.0,España,Sevilla,30-09-2019,Flipkey
Torroella de montgrí,42.05216,3.19615,Casa o Departamento,2.0,2.0,88.0,,nan,España,Girona,30-10-2019,Kayak
Algaida,39.56303995230228,2.896292302121657,Casa o Departamento,2.0,2.0,117.0,01-11-2018,94.0,España,Mallorca,20-11-2018,Flipkey
Palos de moguer,40.40077,-3.69027,Habitación privada,1.0,1.0,25.0,,nan,España,Madrid,14-05-2019,Expedia
Centro,36.72071,-4.42743,Casa o Departamento,1.0,1.0,50.0,,nan,España,Malaga,31-05-2020,Homeaway
Santa margalida,39.74342,3.15582,Casa o Departamento,3.0,2.0,124.0,22-03-2019,100.0,España,Mallorca,24-04-2019,Kayak
Castelló d'empúries,42.25536,3.1074,Casa o Departamento,2.0,2.0,183.0,24-06-2019,90.0,España,Girona,30-10-2019,Homeaway
La sagrada família,41.40619074423064,2.175426888289774,Casa o Departamento,1.0,2.0,105.0,04-11-2017,97.0,España,Barcelona,09-12-2017,Flipkey
Patraix,39.46505,-0.39486,Casa o Departamento,2.0,3.0,35.0,09-03-2020,94.0,España,Valencia,28-04-2020,Expedia
La nova esquerra de l'eixample,41.38007895450394,2.1475153323522065,Casa o Departamento,2.0,3.0,nan,20-08-2018,80.0,España,Barcelona,07-11-2018,Tripadvisor
La dreta de l'eixample,41.39543,2.17622,Habitación privada,3.0,1.0,35.0,10-04-2019,86.0,España,Barcelona,07-06-2019,Homeaway
Ibiza,40.42043,-3.67704,Casa o Departamento,1.0,1.0,90.0,03-01-2020,95.0,España,Madrid,10-01-2020,Airbnb
Pollença,39.87838881508205,3.04463576024049,Casa o Departamento,2.0,2.0,122.0,,nan,España,Mallorca,17-10-2018,Booking
Ariany,39.64995803876253,3.143067921759345,Casa o Departamento,3.0,3.0,150.0,,nan,España,Mallorca,18-12-2018,Homeaway
Ciutadella de menorca,39.97901,3.83935,Habitación privada,1.0,1.0,400.0,,nan,España,Menorca,29-02-2020,Flipkey
Justicia,40.42218,-3.69798,Habitación privada,1.0,1.0,65.0,24-01-2020,95.0,España,Madrid,18-02-2020,Kayak
Embajadores,40.40933516561693,-3.695998887559263,Casa o Departamento,1.0,2.0,110.0,,nan,España,Madrid,11-09-2018,Homeaway
Sants,41.3794,2.13516,Casa o Departamento,1.0,0.0,300.0,23-01-2020,90.0,España,Barcelona,16-02-2020,Kayak
Puigpunyent,39.60862,2.5017,Casa o Departamento,2.0,4.0,100.0,02-10-2019,94.0,España,Mallorca,29-01-2020,Homeaway
Calonge,41.84191,3.08711,Casa o Departamento,4.0,6.0,288.0,15-09-2018,100.0,España,Girona,30-09-2019,Agoda
Santanyí,39.37847,3.2334,Casa o Departamento,4.0,4.0,215.0,,nan,España,Mallorca,25-07-2019,Expedia
Palos de moguer,40.402329267258885,-3.6943647231458168,Casa o Departamento,2.0,3.0,113.0,01-01-2017,91.0,España,Madrid,06-03-2017,Expedia
La dreta de l'eixample,41.39139,2.17784,Casa o Departamento,1.0,2.0,99.0,24-07-2019,96.0,España,Barcelona,12-08-2019,Tripadvisor
L'antiga esquerra de l'eixample,41.39090174091459,2.150581156438317,Casa o Departamento,2.0,3.0,110.0,01-10-2016,98.0,España,Barcelona,09-12-2017,Kayak
Sant martí de provençals,41.41939064021312,2.1960099722667006,Casa o Departamento,1.0,3.0,30.0,23-07-2015,100.0,España,Barcelona,13-11-2017,Agoda
Palma de mallorca,39.55824896706552,2.6210385669283807,Habitación compartida,1.0,1.0,47.0,19-06-2017,nan,España,Mallorca,18-12-2018,Booking
Justicia,40.42449,-3.69903,Habitación privada,1.0,1.0,nan,28-09-2019,100.0,España,Madrid,16-10-2019,Airbnb
Sant lluís,39.81949,4.24377,Casa o Departamento,2.0,3.0,104.0,,nan,España,Menorca,31-10-2019,Booking
Felanitx,39.41995,3.27172,Casa o Departamento,2.0,3.0,195.0,13-07-2019,100.0,España,Mallorca,28-10-2019,Kayak
Pollença,39.90633829428824,3.0830538219162493,Casa o Departamento,2.0,3.0,161.0,,nan,España,Mallorca,18-12-2018,Tripadvisor
San andrés,40.34488,-3.71264,Casa o Departamento,1.0,3.0,400.0,,nan,España,Madrid,17-03-2020,Booking
El camp de l'arpa del clot,41.40776,2.18297,Habitación privada,1.0,1.0,16.0,,nan,España,Barcelona,12-09-2020,Agoda
La malva-rosa,39.47622,-0.33062,Habitación privada,1.0,1.0,20.0,22-09-2018,91.0,España,Valencia,19-01-2021,Homeaway
San isidro,40.39732,-3.71866,Casa o Departamento,1.0,1.0,66.0,31-12-2019,95.0,España,Madrid,17-07-2020,Expedia
El barri gòtic,41.3847,2.17503,Habitación compartida,2.0,1.0,37.0,21-01-2020,100.0,España,Barcelona,24-08-2020,Expedia
La dreta de l'eixample,41.38711,2.17109,Casa o Departamento,2.0,4.0,240.0,01-10-2019,97.0,España,Barcelona,16-10-2019,Airbnb
Lloret de mar,41.72962,2.82026,Habitación privada,2.0,1.0,30.0,18-08-2019,99.0,España,Girona,31-08-2019,Tripadvisor
Castell-platja d'aro,41.80141,3.05052,Casa o Departamento,1.0,2.0,115.0,09-08-2019,100.0,España,Girona,30-10-2019,Booking
Pollença,39.87721,3.01228,Casa o Departamento,2.0,4.0,125.0,,nan,España,Mallorca,17-02-2019,Tripadvisor
Universidad,40.42894,-3.70707,Habitación privada,1.0,1.0,35.0,25-11-2018,100.0,España,Madrid,12-08-2019,Homeaway
Lloret de mar,41.70705,2.87848,Casa o Departamento,5.0,5.0,nan,14-08-2017,100.0,España,Girona,30-09-2019,Kayak
Girona,41.98535,2.8254,Casa o Departamento,1.0,1.0,79.0,27-10-2019,98.0,España,Girona,29-06-2020,Homeaway
Argüelles,40.42480424609696,-3.7139094863046656,Casa o Departamento,2.0,2.0,70.0,26-03-2017,90.0,España,Madrid,08-04-2017,Agoda
Pollença,39.88042,3.01362,Casa o Departamento,3.0,3.0,110.0,09-10-2019,100.0,España,Mallorca,28-11-2019,Tripadvisor
Delicias,40.40016948769392,-3.695255395942204,Casa o Departamento,1.0,1.0,51.0,24-10-2018,90.0,España,Madrid,07-11-2018,Tripadvisor
La nova esquerra de l'eixample,41.37825,2.15072,Casa o Departamento,2.0,2.0,77.0,25-08-2020,100.0,España,Barcelona,12-09-2020,Expedia
Simancas,40.43639,-3.61852,Habitación privada,2.0,2.0,nan,,nan,España,Madrid,13-06-2020,Homeaway
Almagro,40.43753900281127,-3.697482442383033,Casa o Departamento,1.0,2.0,80.0,03-01-2018,98.0,España,Madrid,17-01-2018,Booking
Benimamet,39.5011,-0.41836,Habitación privada,1.0,1.0,10.0,05-09-2020,93.0,España,Valencia,10-11-2020,Homeaway
"Sant pere, santa caterina i la ribera",41.38799,2.17604,Habitación privada,1.0,1.0,37.0,20-01-2019,96.0,España,Barcelona,08-03-2019,Homeaway
Calvià,39.53582554944276,2.572048351235179,Casa o Departamento,3.0,5.0,390.0,11-10-2018,97.0,España,Mallorca,20-11-2018,Agoda
Justicia,40.4244,-3.69934,Habitación privada,2.0,1.0,30.0,,nan,España,Madrid,12-01-2021,Airbnb
Embajadores,40.41302,-3.70328,Casa o Departamento,1.0,2.0,60.0,06-08-2020,94.0,España,Madrid,25-08-2020,Agoda
"Sant pere, santa caterina i la ribera",41.38823239651401,2.1803035054136006,Habitación privada,2.0,1.0,65.0,18-07-2017,83.0,España,Barcelona,07-10-2017,Agoda
El barri gòtic,41.37879180239857,2.1764628581832217,Habitación privada,1.0,1.0,70.0,03-03-2017,100.0,España,Barcelona,05-06-2017,Agoda
La vila olímpica del poblenou,41.38964316771158,2.197543904188604,Casa o Departamento,2.0,3.0,195.0,01-03-2018,90.0,España,Barcelona,12-04-2018,Expedia
Muro,39.73587,3.03087,Casa o Departamento,3.0,4.0,nan,24-08-2019,100.0,España,Mallorca,16-01-2021,Flipkey
El barri gòtic,41.381658288212776,2.1808951421494296,Casa o Departamento,3.0,5.0,nan,16-04-2017,85.0,España,Barcelona,07-05-2017,Expedia
El fort pienc,41.39495232281037,2.176706485222474,Casa o Departamento,1.0,1.0,200.0,01-03-2017,100.0,España,Barcelona,07-05-2017,Tripadvisor
El poblenou,41.39967,2.19641,Casa o Departamento,2.0,3.0,60.0,,nan,España,Barcelona,16-12-2020,Agoda
El guinardó,41.41447759798775,2.1780215610301537,Habitación privada,2.0,1.0,15.0,04-12-2017,80.0,España,Barcelona,17-01-2018,Tripadvisor
Ibiza,40.41769483156992,-3.6775896400496695,Habitación privada,1.0,1.0,36.0,02-10-2016,98.0,España,Madrid,14-01-2019,Kayak
Castell-platja d'aro,41.82632,3.07408,Casa o Departamento,4.0,3.0,400.0,,nan,España,Girona,29-02-2020,Booking
Casa de campo,40.423021469904526,-3.716394086401045,Habitación privada,1.0,0.0,40.0,25-06-2017,100.0,España,Madrid,10-12-2018,Expedia
Muro,39.75612,3.11654,Casa o Departamento,3.0,4.0,110.0,,nan,España,Mallorca,24-04-2019,Kayak
Palacio,40.40854567753013,-3.7112437773888223,Casa o Departamento,1.0,0.0,60.0,,nan,España,Madrid,14-08-2018,Booking
"Sant pere, santa caterina i la ribera",41.38568327854742,2.181436551004762,Habitación privada,1.0,1.0,35.0,24-06-2017,91.0,España,Barcelona,06-07-2017,Flipkey
Sant antoni,41.3759063247292,2.1665849041327347,Habitación privada,1.0,1.0,44.0,03-11-2018,87.0,España,Barcelona,10-12-2018,Kayak
Manacor,39.51700878931461,3.311429861557903,Casa o Departamento,2.0,2.0,128.0,,nan,España,Mallorca,28-01-2019,Agoda
El poble sec,41.373261039900896,2.1674294968591488,Casa o Departamento,1.0,1.0,69.0,22-09-2018,96.0,España,Barcelona,10-10-2018,Airbnb
Ciutadella de menorca,39.99923,3.80107,Casa o Departamento,1.0,1.0,39.0,16-06-2019,96.0,España,Menorca,30-06-2019,Agoda
Begur,41.9443968709993,3.21037003870062,Casa o Departamento,2.0,2.0,140.0,29-06-2019,93.0,España,Girona,29-02-2020,Agoda
Embajadores,40.41241,-3.6991,Casa o Departamento,1.0,0.0,50.0,,nan,España,Madrid,14-05-2019,Expedia
Palos de moguer,40.40698,-3.69469,Casa o Departamento,1.0,1.0,50.0,16-03-2020,94.0,España,Madrid,13-06-2020,Homeaway
Este,36.7225,-4.36622,Casa o Departamento,1.0,2.0,100.0,,nan,España,Malaga,30-06-2020,Airbnb
Lloret de mar,41.70338,2.85747,Habitación privada,1.0,1.0,40.0,30-05-2019,95.0,España,Girona,30-06-2019,Tripadvisor
El poblenou,41.3999,2.20697,Casa o Departamento,2.0,3.0,138.0,,nan,España,Barcelona,10-01-2020,Kayak
